@relation data

@attribute id string
@attribute 920 numeric
@attribute 940 numeric
@attribute 926 numeric
@attribute 51606 numeric
@attribute 161 numeric
@attribute 162 numeric
@attribute 163 numeric
@attribute 164 numeric
@attribute 375 numeric
@attribute 8905 numeric
@attribute 160 numeric
@attribute 8907 numeric
@attribute 567 numeric
@attribute 130340 numeric
@attribute 1175 numeric
@attribute 3932 numeric
@attribute 10053 numeric
@attribute 55690 numeric
@attribute 1173 numeric
@attribute 1174 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.6895,2.1239,0.4562,0.9317,0.62,1.0096,0.9631,1.8885,1.0215,1.059,0.9278,0.803,3.5854,0.3189,0.7167,1.9662,0.0595,1.0564,1.4197,0.3143,Control
A02,1.432,1.3376,0.4167,0.6243,0.4326,0.8975,0.7721,1.7346,0.9519,0.8283,0.966,0.7604,3.99,0.1937,0.7705,1.7131,0.1087,0.6215,1.4253,0.2762,Control
A03,1.5818,1.1393,0.433,0.868,0.5366,1.1323,0.9586,1.8889,1.2245,0.9698,1.137,0.8511,3.6523,0.2425,0.8684,1.7413,0.139,0.8145,1.4715,0.4854,Control
A04,1.5443,1.8994,0.3458,0.6379,0.4624,0.9867,0.7734,1.6535,1.119,0.5345,0.9251,0.8522,3.8348,0.2073,0.8945,1.9976,0.0276,0.812,1.5759,0.3978,Control
A05,1.816,1.3903,0.3431,0.7857,0.6111,1.2664,0.8769,1.8403,1.1699,0.9451,1.2359,0.8908,3.4895,0.2248,1.0712,1.7053,0.2188,0.8652,1.677,0.5357,Control
A06,1.6757,1.3944,0.1703,0.7143,0.4754,1.1175,0.8799,1.738,1.1407,0.8385,1.051,0.7385,3.4969,0.1737,0.7794,1.6353,0.0972,0.7438,1.4828,0.333,Control
A07,1.6541,1.7264,0.2635,0.965,0.5419,1.0435,1.0105,1.8113,1.1907,1.3382,1.0529,0.8255,3.4167,0.3143,0.7656,1.7391,0.0705,0.9496,1.5403,0.3718,Control
A08,1.4489,2.1012,0.1962,0.9956,0.5573,0.9065,1.0708,1.7679,0.9952,0.9651,0.9344,0.7725,3.5632,0.2619,0.5963,1.5842,0.0448,1.2434,1.337,0.1438,Control
A09,1.6131,1.8492,0.292,0.8584,0.5094,0.9891,0.9394,1.8343,0.9987,0.9863,0.9406,0.797,3.7836,0.1914,0.8142,1.8564,0.2314,0.9018,1.4405,0.3216,Control
A10,1.4859,1.5323,0.7097,0.8143,0.5054,1.0082,1.0296,1.8755,1.1272,1.0156,0.8963,0.8333,3.5202,0.3162,0.8653,1.9077,0.1711,0.9076,1.5258,0.418,Control
