@relation data

@attribute id string
@attribute 10090 numeric
@attribute 11285 numeric
@attribute 113189 numeric
@attribute 126792 numeric
@attribute 135152 numeric
@attribute 166012 numeric
@attribute 22856 numeric
@attribute 26229 numeric
@attribute 27087 numeric
@attribute 29940 numeric
@attribute 337876 numeric
@attribute 50515 numeric
@attribute 51363 numeric
@attribute 54480 numeric
@attribute 55454 numeric
@attribute 55501 numeric
@attribute 55790 numeric
@attribute 56548 numeric
@attribute 64131 numeric
@attribute 64132 numeric
@attribute 79586 numeric
@attribute 9469 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1598,0.3889,0.0282,0.3289,-0.0541,-0.1264,0.4549,1.0035,-0.1195,0.6301,-0.1879,0.8054,1.4154,0.8286,1.5302,0.5906,0.3813,0.3171,0.4539,0.4503,0.0533,0.0064,Control
Utah__A02,0.1475,0.2792,-0.1428,0.2509,0.0173,-0.0674,0.2499,0.6097,-0.0042,0.5637,-0.1115,0.404,1.5403,0.6056,1.1549,0.5867,0.0466,0.2323,0.2293,0.2584,0.0389,-0.0585,Control
Utah__A03,0.1808,0.3256,-0.0234,0.2947,-0.0435,-0.0164,0.4126,0.7788,0.151,0.6857,-0.0676,0.7574,1.731,0.8547,1.5664,0.7431,0.077,0.2868,0.468,0.351,0.1812,0.0345,Control
Utah__A04,0.2313,0.3464,0.323,0.4454,-0.033,0.1113,0.3458,0.6975,-0.0038,0.5855,-0.0997,0.5669,1.3453,0.839,1.2356,0.5939,0.1574,0.2915,0.3098,0.2932,0.2509,0.0204,Control
Utah__A05,0.1143,0.3969,0.3646,0.5496,-0.0337,0.0145,0.4256,0.6723,0.0457,0.788,-0.099,0.7918,1.8979,1.0042,1.5183,0.7435,0.147,0.372,0.4606,0.4881,0.1523,0.0477,Control
Utah__A06,0.1534,0.3066,-0.1399,0.3339,-0.0706,-0.0863,0.4043,0.6129,-0.1216,0.607,-0.1234,0.602,1.9988,0.84,1.5341,0.5441,0.1276,0.1977,0.4195,0.2592,0.1242,0.0041,Control
Utah__A07,0.2288,0.3861,0.0294,0.407,0.0457,0.0525,0.4961,0.7344,-0.047,0.8211,-0.0811,1.2294,1.756,0.8114,1.7054,0.6108,0.2505,0.3134,0.6543,0.3543,0.1542,-0.0019,Control
Utah__A08,0.2675,0.3238,-0.2343,0.2358,-0.0486,-0.1292,0.5343,0.7795,0.0542,0.6363,-0.1561,1.1976,1.6269,0.6552,1.6694,0.5375,0.5677,0.156,0.7423,0.3447,0.0121,-0.0364,Control
Utah__A09,0.2296,0.3231,0.0524,0.3708,0.0151,-0.0743,0.4462,0.6787,-0.0601,0.6362,-0.1,1.1529,1.7876,0.7183,1.5241,0.5268,0.3509,0.2911,0.6087,0.3158,0.1614,-0.0762,Control
Utah__A10,0.2094,0.3531,-0.0322,0.33,-0.0456,-0.0725,0.5656,0.6745,0.0615,0.7521,-0.09,1.2627,1.7876,0.9003,1.6425,0.6583,0.2877,0.2175,0.53,0.4174,0.0997,-0.0518,Control
