@relation data

@attribute id string
@attribute 3383 numeric
@attribute 3683 numeric
@attribute 3689 numeric
@attribute 5788 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7070 numeric
@attribute 914 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 925 numeric
@attribute 940 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.79,2.0644,2.2417,3.0603,0.2248,0.2245,-0.0823,2.0317,2.2816,2.164,2.3141,0.7787,1.2843,2.1239,Control
Utah__A02,0.9536,2.2302,2.3892,3.0621,0.0476,0.1754,-0.0813,1.619,1.9895,1.8639,2.276,0.4601,1.5793,1.3376,Control
Utah__A03,1.167,2.4692,2.5258,3.1872,0.0934,0.1461,-0.0748,1.8192,1.9398,1.726,2.3253,0.6678,1.7609,1.1393,Control
Utah__A04,0.8171,2.1507,2.442,3.3298,0.103,0.1606,-0.1101,2.0697,1.9869,1.8071,2.3006,0.7131,1.5209,1.8994,Control
Utah__A05,1.2053,2.1709,2.6261,3.1778,0.0479,0.1513,-0.0564,1.4991,1.5613,1.5181,1.9004,0.7498,1.1566,1.3903,Control
Utah__A06,0.8925,1.9944,2.4693,2.8826,0.0865,0.157,-0.0713,1.4059,1.5105,1.4556,1.709,0.7031,0.9341,1.3944,Control
Utah__A07,0.8816,2.1767,2.3566,3.4253,0.0922,0.2075,-0.0915,1.6995,1.8185,1.7176,2.038,1.1256,1.0758,1.7264,Control
Utah__A08,0.8275,2.21,2.0667,3.5552,0.1402,0.1618,-0.0306,1.6052,1.694,1.7898,1.9365,1.5141,0.855,2.1012,Control
Utah__A09,0.8318,2.0957,2.3276,3.4935,0.1287,0.1739,-0.0603,1.8728,2.0494,1.7943,2.2663,0.9382,1.2647,1.8492,Control
Utah__A10,1.0294,2.3107,2.3465,3.6895,0.1296,0.1461,-0.0556,2.1386,2.072,1.874,2.2669,0.9822,1.8472,1.5323,Control
Utah__A11,0.7997,2.161,2.3512,2.931,0.0893,0.1151,-0.0918,1.8622,2.1129,1.7651,2.1767,0.6942,1.362,1.0509,Control
Utah__A12,0.4793,1.4341,1.7763,2.6066,-0.0504,0.2241,-0.0559,1.9415,1.847,1.3863,2.1795,0.3828,1.3631,0.8876,Control
Utah__B01,0.7316,1.6948,1.7165,3.056,0.155,0.3072,-0.1894,1.6186,1.8854,1.8293,1.8807,0.7516,0.8578,1.8935,Control
Utah__B02,1.1885,2.3559,2.4496,3.301,0.1319,0.1854,-0.0848,2.1461,2.2802,1.9715,2.3103,0.7489,1.7737,1.9669,Control
Utah__B03,0.8349,2.1722,2.2961,3.4126,0.1323,0.1515,-0.0229,2.0695,2.1338,1.903,2.2166,0.6764,1.6341,2.0141,BRCACancer
Utah__B04,0.5185,2.2337,2.0841,3.6942,0.0709,0.1612,-0.0584,1.7743,1.7998,1.6248,1.81,1.2812,1.4828,1.7529,BRCACancer
Utah__B05,0.8501,2.1999,2.1983,3.07,-0.0238,0.1849,-0.1239,1.5735,1.7628,1.4971,1.6198,0.6888,1.0818,1.2293,BRCACancer
Utah__B06,0.354,1.5641,1.6977,3.202,0.1056,0.3142,-0.2299,1.4855,1.3516,1.3123,1.5034,0.4388,1.0415,1.1768,BRCACancer
Utah__B07,0.7679,2.4675,2.4855,3.5324,0.13,0.2048,-0.0221,2.4561,2.2523,2.0296,2.402,0.813,2.0111,1.8345,BRCACancer
Utah__B08,0.8458,2.0859,2.5175,2.8425,0.0997,0.1308,-0.031,1.728,1.8843,1.6887,2.1668,0.4532,0.871,1.5297,Control
Utah__B09,0.3581,2.075,1.9022,3.4057,0.0402,0.1395,-0.0863,1.3144,1.0555,1.5968,1.2061,1.5056,0.892,1.5911,Control
Utah__B10,0.4619,2.0115,2.0721,3.8873,0.0413,0.1115,-0.1064,1.6942,1.5375,1.6895,1.8948,1.0333,1.2255,1.3307,Control
Utah__B11,0.9873,1.9895,2.2398,2.9815,0.0719,0.146,0.0074,1.5904,2.116,1.4423,1.8853,0.5253,1.1166,1.4491,Control
Utah__B12,0.3858,1.6495,1.7572,3.5071,-0.0094,0.0962,-0.1745,1.0594,0.829,1.1221,0.5172,1.2303,0.5699,1.194,Control
Utah__C01,1.1771,2.4577,2.527,3.15,0.0654,0.1621,-0.1144,1.1948,1.5178,1.6016,1.8344,0.8977,0.9881,1.4053,BRCACancer
Utah__C02,1.0293,2.3549,2.4965,3.0548,0.0517,0.2366,-0.0323,1.7202,1.8732,1.9496,2.1788,0.6846,1.5787,1.7929,BRCACancer
Utah__C03,1.3651,2.7484,2.7414,3.2645,0.075,0.1909,-0.0312,2.1335,2.1188,2.0627,2.4714,0.9599,2.0147,1.4616,BRCACancer
Utah__C04,0.6512,1.9361,2.5496,2.2795,-0.0033,0.1232,-0.1614,1.1063,1.5899,1.7182,1.8873,0.3437,0.6851,0.888,Control
Utah__C05,0.6921,2.0524,2.7839,2.7753,-0.0147,0.1466,-0.0198,1.204,1.565,1.5751,1.9033,0.341,0.8929,1.0818,BRCACancer
Utah__C06,0.2336,0.9021,1.2274,0.6466,-0.0845,0.0175,-0.0395,0.3909,0.7003,0.8464,0.7118,0.1156,0.4444,0.0866,Control
Utah__C07,0.6963,2.3484,2.4171,2.9454,0.014,0.1675,-0.0562,1.7603,2.0178,1.9244,2.6448,0.4822,1.8653,0.9823,Control
Utah__C08,0.8705,2.3206,2.3226,2.6672,0.112,0.2284,-0.1208,1.6541,1.9717,2.041,2.379,0.5357,1.5277,1.534,Control
Utah__C09,0.7586,2.2182,2.515,3.0055,0.0233,0.1358,-0.102,1.7266,1.8383,1.6737,2.2228,0.4457,1.4731,1.4491,Control
Utah__C10,0.7617,1.9458,2.5598,2.9741,-0.0013,0.1567,-0.0798,1.6628,1.7315,1.6858,1.9479,0.5919,0.8934,1.5083,BRCACancer
Utah__C11,0.9893,2.532,2.5394,2.8104,0.1617,0.1797,-0.0379,1.7877,2.0926,2.3318,2.43,0.6416,1.6928,1.5849,Control
Utah__C12,0.4597,1.8043,2.2697,2.3193,-0.0028,0.0909,-0.0579,1.0197,1.5984,1.8068,2.0824,0.2762,1.0058,0.9129,BRCACancer
Utah__D01,0.6988,2.0495,2.193,3.4617,0.0615,0.1617,-0.0144,1.3708,1.1142,1.8617,1.6045,1.311,0.6703,1.7712,BRCACancer
Utah__D02,0.7242,2.0997,2.3585,2.867,0.0503,0.091,-0.0683,1.5896,1.3374,1.8306,2.1404,0.4396,1.0352,1.3196,BRCACancer
Utah__D03,0.5998,2.4148,2.7225,2.9746,0.0112,0.1388,-0.0855,1.3613,1.5247,1.3965,2.1451,0.3777,1.2364,1.1287,BRCACancer
Utah__D04,1.0576,2.1903,2.5594,2.8554,0.0794,0.1143,-0.06,1.3674,1.3814,1.8639,2.0299,0.368,0.8691,1.3063,BRCACancer
Utah__D05,1.0427,2.3827,2.7627,3.1339,-0.0373,0.1709,-0.0643,1.6243,1.2063,1.5054,2.0305,0.5341,1.5605,0.8532,BRCACancer
Utah__D06,0.9221,2.3329,2.4537,2.9262,0.0896,0.1647,-0.0226,1.8095,1.7465,1.9633,2.2328,0.6745,1.1723,1.525,BRCACancer
Utah__D07,1.0569,2.4097,2.6944,3.0769,0.0447,0.1431,-0.0148,1.7546,1.6109,2.1832,2.3404,0.5734,1.8591,1.2383,Control
Utah__D08,0.604,1.9072,2.3621,2.7186,0.0058,0.1597,-0.0178,1.381,1.3011,1.6292,2.0025,0.3792,0.5382,1.0089,Control
Utah__D09,0.9711,2.0933,2.4048,2.7346,0.0692,0.2373,-0.0766,1.7449,1.7598,2.0581,2.2443,0.5321,1.3178,1.6066,Control
Utah__D10,0.7403,1.8866,2.4024,2.4665,0.0807,0.0658,-0.0363,1.6173,2.0107,1.7481,2.0376,0.4528,0.7059,1.0963,Control
Utah__D11,0.2564,1.0138,1.4273,1.5998,-0.0507,0.0258,-0.0758,0.8689,0.9204,1.4851,1.6028,0.2043,0.4357,0.6074,Control
Utah__D12,0.6168,1.7255,2.4678,2.3286,-0.0046,0.0683,0.0097,1.184,1.3815,2.2946,2.226,0.3386,0.8044,1.1431,Control
Utah__E01,0.7954,2.3235,2.6593,3.0409,0.0204,0.081,-0.1239,2.0194,1.9984,2.0854,2.7169,0.3707,1.7286,1.1535,BRCACancer
